********************For 0th molecule****************
Z: 17.0 | positon: (0.03,-0.89,-0.48) | Expt.Chrg: -0.369 | Predicted: -0.151 | Diff: -0.218
******************************************************
********************For 97th molecule****************
Z: 17.0 | positon: (-0.05,-0.33,0.14) | Expt.Chrg: 0.001 | Predicted: -0.092 | Diff: 0.093
Z: 7.0 | positon: (1.50,-2.25,7.05) | Expt.Chrg: -0.456 | Predicted: -0.057 | Diff: -0.399
Z: 6.0 | positon: (1.40,-1.19,5.99) | Expt.Chrg: -0.168 | Predicted: -0.012 | Diff: -0.156
Z: 6.0 | positon: (1.95,-0.12,6.49) | Expt.Chrg: -0.054 | Predicted: -0.011 | Diff: -0.043
Z: 6.0 | positon: (1.99,1.38,6.81) | Expt.Chrg: -0.059 | Predicted: -0.013 | Diff: -0.046
Z: 7.0 | positon: (1.56,1.95,7.47) | Expt.Chrg: -0.150 | Predicted: -0.057 | Diff: -0.093
Z: 6.0 | positon: (-0.25,0.58,6.47) | Expt.Chrg: -0.468 | Predicted: -0.010 | Diff: -0.458
Z: 6.0 | positon: (-0.81,0.95,7.17) | Expt.Chrg: -0.422 | Predicted: -0.012 | Diff: -0.411
Z: 17.0 | positon: (-1.74,2.96,7.10) | Expt.Chrg: -0.343 | Predicted: -0.095 | Diff: -0.248
Z: 16.0 | positon: (-2.13,0.16,6.47) | Expt.Chrg: 0.996 | Predicted: -0.109 | Diff: 1.104
Z: 6.0 | positon: (-1.93,-1.26,5.88) | Expt.Chrg: -0.751 | Predicted: -0.012 | Diff: -0.739
Z: 17.0 | positon: (-1.35,-2.50,6.07) | Expt.Chrg: 0.676 | Predicted: -0.096 | Diff: 0.773
Z: 6.0 | positon: (-0.40,-0.85,6.88) | Expt.Chrg: -0.120 | Predicted: -0.009 | Diff: -0.110
Z: 1.0 | positon: (-0.27,-0.06,1.09) | Expt.Chrg: -0.001 | Predicted: 0.065 | Diff: -0.066
Z: 1.0 | positon: (1.86,-2.43,7.71) | Expt.Chrg: 0.142 | Predicted: 0.065 | Diff: 0.077
Z: 1.0 | positon: (0.35,-2.69,7.92) | Expt.Chrg: 0.164 | Predicted: 0.065 | Diff: 0.099
Z: 1.0 | positon: (1.40,-1.78,5.68) | Expt.Chrg: 0.060 | Predicted: 0.065 | Diff: -0.005
Z: 1.0 | positon: (3.65,-0.13,7.36) | Expt.Chrg: -0.014 | Predicted: 0.065 | Diff: -0.079
Z: 1.0 | positon: (3.05,0.16,5.12) | Expt.Chrg: 0.060 | Predicted: 0.065 | Diff: -0.005
Z: 1.0 | positon: (2.13,1.93,5.78) | Expt.Chrg: 0.170 | Predicted: 0.065 | Diff: 0.105
Z: 1.0 | positon: (1.12,1.41,8.75) | Expt.Chrg: 0.329 | Predicted: 0.065 | Diff: 0.264
Z: 1.0 | positon: (2.85,2.37,7.92) | Expt.Chrg: 0.409 | Predicted: 0.065 | Diff: 0.344
******************************************************
********************For 98th molecule****************
Z: 17.0 | positon: (-0.06,0.37,-0.06) | Expt.Chrg: -0.191 | Predicted: -0.092 | Diff: -0.099
Z: 7.0 | positon: (0.86,-2.70,7.58) | Expt.Chrg: -0.223 | Predicted: -0.057 | Diff: -0.167
Z: 6.0 | positon: (1.18,-1.38,6.34) | Expt.Chrg: 0.106 | Predicted: -0.011 | Diff: 0.117
Z: 6.0 | positon: (1.74,0.01,6.79) | Expt.Chrg: -0.094 | Predicted: -0.011 | Diff: -0.083
Z: 6.0 | positon: (0.95,1.62,6.27) | Expt.Chrg: 0.257 | Predicted: -0.012 | Diff: 0.269
Z: 7.0 | positon: (1.66,1.69,7.63) | Expt.Chrg: -0.314 | Predicted: -0.057 | Diff: -0.258
Z: 6.0 | positon: (0.24,0.31,6.73) | Expt.Chrg: 0.003 | Predicted: -0.010 | Diff: 0.013
Z: 6.0 | positon: (-1.18,1.35,6.95) | Expt.Chrg: -0.210 | Predicted: -0.012 | Diff: -0.197
Z: 17.0 | positon: (-1.99,3.19,7.47) | Expt.Chrg: -0.003 | Predicted: -0.094 | Diff: 0.091
Z: 16.0 | positon: (-3.03,0.00,6.32) | Expt.Chrg: 0.038 | Predicted: -0.107 | Diff: 0.145
Z: 6.0 | positon: (-0.30,-1.54,6.34) | Expt.Chrg: 0.234 | Predicted: -0.012 | Diff: 0.245
Z: 17.0 | positon: (-2.20,-2.81,7.02) | Expt.Chrg: -0.405 | Predicted: -0.095 | Diff: -0.310
Z: 6.0 | positon: (0.14,-0.74,6.89) | Expt.Chrg: -0.303 | Predicted: -0.011 | Diff: -0.292
Z: 1.0 | positon: (-0.31,-0.51,1.20) | Expt.Chrg: 0.191 | Predicted: 0.064 | Diff: 0.126
Z: 1.0 | positon: (1.17,-1.76,8.66) | Expt.Chrg: 0.241 | Predicted: 0.065 | Diff: 0.177
Z: 1.0 | positon: (0.93,-3.12,7.75) | Expt.Chrg: -0.075 | Predicted: 0.064 | Diff: -0.139
Z: 1.0 | positon: (1.26,-1.89,5.78) | Expt.Chrg: 0.099 | Predicted: 0.065 | Diff: 0.035
Z: 1.0 | positon: (2.87,0.41,6.91) | Expt.Chrg: 0.240 | Predicted: 0.065 | Diff: 0.175
Z: 1.0 | positon: (2.65,0.09,5.49) | Expt.Chrg: 0.125 | Predicted: 0.065 | Diff: 0.061
Z: 1.0 | positon: (0.98,1.94,5.77) | Expt.Chrg: 0.012 | Predicted: 0.065 | Diff: -0.052
Z: 1.0 | positon: (1.21,1.37,8.82) | Expt.Chrg: 0.341 | Predicted: 0.065 | Diff: 0.276
Z: 1.0 | positon: (1.98,1.82,7.83) | Expt.Chrg: -0.069 | Predicted: 0.065 | Diff: -0.133
******************************************************
********************For 99th molecule****************
Z: 8.0 | positon: (1.66,-2.47,0.81) | Expt.Chrg: -0.496 | Predicted: -0.080 | Diff: -0.415
Z: 6.0 | positon: (1.34,-1.24,-0.53) | Expt.Chrg: 0.044 | Predicted: -0.054 | Diff: 0.098
Z: 6.0 | positon: (2.57,0.41,0.05) | Expt.Chrg: -0.086 | Predicted: -0.054 | Diff: -0.031
Z: 6.0 | positon: (1.32,1.06,0.72) | Expt.Chrg: 0.011 | Predicted: -0.054 | Diff: 0.065
Z: 8.0 | positon: (1.50,2.72,0.54) | Expt.Chrg: -0.628 | Predicted: -0.080 | Diff: -0.548
Z: 6.0 | positon: (-0.28,0.52,-0.20) | Expt.Chrg: -0.131 | Predicted: -0.054 | Diff: -0.077
Z: 6.0 | positon: (-0.91,1.48,0.36) | Expt.Chrg: -0.659 | Predicted: -0.054 | Diff: -0.605
Z: 17.0 | positon: (-1.56,2.35,0.35) | Expt.Chrg: 1.180 | Predicted: 0.050 | Diff: 1.129
Z: 16.0 | positon: (-2.69,0.19,-0.31) | Expt.Chrg: 1.056 | Predicted: 0.034 | Diff: 1.021
Z: 6.0 | positon: (-1.68,-0.29,-0.43) | Expt.Chrg: -0.487 | Predicted: -0.055 | Diff: -0.432
Z: 17.0 | positon: (-1.17,-2.99,-0.30) | Expt.Chrg: -0.621 | Predicted: 0.052 | Diff: -0.673
Z: 6.0 | positon: (-0.51,-0.33,0.02) | Expt.Chrg: -0.045 | Predicted: -0.054 | Diff: 0.009
Z: 1.0 | positon: (1.61,-1.21,1.76) | Expt.Chrg: 0.271 | Predicted: 0.101 | Diff: 0.170
Z: 1.0 | positon: (1.50,-2.39,-1.20) | Expt.Chrg: 0.226 | Predicted: 0.101 | Diff: 0.125
Z: 1.0 | positon: (2.95,0.58,0.99) | Expt.Chrg: 0.159 | Predicted: 0.101 | Diff: 0.058
Z: 1.0 | positon: (3.11,0.33,-1.10) | Expt.Chrg: 0.207 | Predicted: 0.101 | Diff: 0.106
******************************************************
********************For 100th molecule****************
Z: 8.0 | positon: (1.59,-1.72,0.88) | Expt.Chrg: -0.450 | Predicted: -0.081 | Diff: -0.370
Z: 6.0 | positon: (1.46,-0.83,-0.54) | Expt.Chrg: -0.041 | Predicted: -0.054 | Diff: 0.014
Z: 6.0 | positon: (2.56,0.67,-0.00) | Expt.Chrg: -0.029 | Predicted: -0.055 | Diff: 0.025
Z: 6.0 | positon: (1.38,1.22,-0.40) | Expt.Chrg: 0.018 | Predicted: -0.055 | Diff: 0.072
Z: 8.0 | positon: (1.81,1.68,0.59) | Expt.Chrg: -0.047 | Predicted: -0.081 | Diff: 0.033
Z: 6.0 | positon: (0.27,0.45,-0.32) | Expt.Chrg: -0.138 | Predicted: -0.054 | Diff: -0.083
Z: 6.0 | positon: (-1.87,0.85,-0.59) | Expt.Chrg: -0.320 | Predicted: -0.054 | Diff: -0.266
Z: 17.0 | positon: (-1.37,2.69,0.64) | Expt.Chrg: -0.329 | Predicted: 0.051 | Diff: -0.380
Z: 16.0 | positon: (-2.50,-0.19,0.18) | Expt.Chrg: 0.874 | Predicted: 0.033 | Diff: 0.841
Z: 6.0 | positon: (-1.03,-0.95,-0.08) | Expt.Chrg: -0.167 | Predicted: -0.054 | Diff: -0.113
Z: 17.0 | positon: (-2.11,-2.94,-0.50) | Expt.Chrg: -0.325 | Predicted: 0.053 | Diff: -0.378
Z: 6.0 | positon: (0.23,-0.99,-0.47) | Expt.Chrg: -0.087 | Predicted: -0.055 | Diff: -0.033
Z: 1.0 | positon: (1.38,-1.07,1.67) | Expt.Chrg: 0.321 | Predicted: 0.101 | Diff: 0.220
Z: 1.0 | positon: (1.56,-1.51,-0.93) | Expt.Chrg: 0.144 | Predicted: 0.101 | Diff: 0.043
Z: 1.0 | positon: (3.45,-0.36,0.64) | Expt.Chrg: 0.341 | Predicted: 0.101 | Diff: 0.240
Z: 1.0 | positon: (2.52,-0.06,-0.65) | Expt.Chrg: 0.235 | Predicted: 0.101 | Diff: 0.134
******************************************************
********************For 101th molecule****************
Z: 8.0 | positon: (1.41,-2.13,0.45) | Expt.Chrg: -0.320 | Predicted: -0.081 | Diff: -0.239
Z: 6.0 | positon: (1.20,-1.05,-0.00) | Expt.Chrg: -0.039 | Predicted: -0.054 | Diff: 0.015
Z: 6.0 | positon: (2.54,0.01,0.12) | Expt.Chrg: 0.011 | Predicted: -0.055 | Diff: 0.065
Z: 6.0 | positon: (0.97,1.03,0.01) | Expt.Chrg: 0.137 | Predicted: -0.054 | Diff: 0.191
Z: 8.0 | positon: (1.89,2.31,0.73) | Expt.Chrg: -0.575 | Predicted: -0.080 | Diff: -0.495
Z: 6.0 | positon: (-0.08,0.80,0.62) | Expt.Chrg: -0.182 | Predicted: -0.054 | Diff: -0.128
Z: 6.0 | positon: (-1.12,0.91,-0.04) | Expt.Chrg: -0.622 | Predicted: -0.054 | Diff: -0.569
Z: 17.0 | positon: (-1.83,2.34,0.27) | Expt.Chrg: 0.292 | Predicted: 0.051 | Diff: 0.240
Z: 16.0 | positon: (-2.37,0.06,0.37) | Expt.Chrg: 0.782 | Predicted: 0.031 | Diff: 0.750
Z: 6.0 | positon: (-1.46,-1.27,0.05) | Expt.Chrg: -0.507 | Predicted: -0.054 | Diff: -0.453
Z: 17.0 | positon: (-1.61,-2.96,-0.44) | Expt.Chrg: 0.200 | Predicted: 0.052 | Diff: 0.148
Z: 6.0 | positon: (0.09,-1.13,-0.26) | Expt.Chrg: -0.081 | Predicted: -0.054 | Diff: -0.027
Z: 1.0 | positon: (1.57,-2.07,1.32) | Expt.Chrg: 0.307 | Predicted: 0.101 | Diff: 0.206
Z: 1.0 | positon: (1.07,-1.44,-1.21) | Expt.Chrg: 0.227 | Predicted: 0.101 | Diff: 0.126
Z: 1.0 | positon: (2.31,0.19,0.92) | Expt.Chrg: 0.134 | Predicted: 0.101 | Diff: 0.033
Z: 1.0 | positon: (2.79,-0.20,-0.94) | Expt.Chrg: 0.236 | Predicted: 0.101 | Diff: 0.135
******************************************************
********************For 102th molecule****************
Z: 17.0 | positon: (0.07,-0.09,-0.11) | Expt.Chrg: -0.211 | Predicted: -0.179 | Diff: -0.032
Z: 6.0 | positon: (1.90,-2.00,5.64) | Expt.Chrg: -0.163 | Predicted: 0.002 | Diff: -0.165
Z: 6.0 | positon: (1.13,-0.06,6.56) | Expt.Chrg: -0.289 | Predicted: 0.002 | Diff: -0.291
Z: 6.0 | positon: (1.82,0.21,7.56) | Expt.Chrg: -0.302 | Predicted: 0.002 | Diff: -0.304
Z: 6.0 | positon: (0.00,-1.36,7.34) | Expt.Chrg: -0.183 | Predicted: 0.002 | Diff: -0.185
Z: 7.0 | positon: (-0.80,-2.78,6.85) | Expt.Chrg: -0.580 | Predicted: -0.011 | Diff: -0.569
Z: 6.0 | positon: (-1.17,0.36,5.94) | Expt.Chrg: -0.048 | Predicted: 0.002 | Diff: -0.050
Z: 8.0 | positon: (-2.16,-0.04,5.59) | Expt.Chrg: -0.256 | Predicted: -0.037 | Diff: -0.218
Z: 6.0 | positon: (-1.36,1.21,6.59) | Expt.Chrg: -0.240 | Predicted: 0.002 | Diff: -0.242
Z: 6.0 | positon: (-0.09,2.51,5.24) | Expt.Chrg: -0.284 | Predicted: 0.002 | Diff: -0.286
Z: 6.0 | positon: (0.90,1.13,4.93) | Expt.Chrg: -0.015 | Predicted: 0.002 | Diff: -0.017
Z: 6.0 | positon: (-0.43,0.21,4.45) | Expt.Chrg: -0.218 | Predicted: 0.002 | Diff: -0.220
Z: 1.0 | positon: (0.00,-0.58,1.52) | Expt.Chrg: 0.206 | Predicted: 0.012 | Diff: 0.194
Z: 1.0 | positon: (3.27,-1.56,6.42) | Expt.Chrg: 0.266 | Predicted: 0.012 | Diff: 0.254
Z: 1.0 | positon: (1.41,-2.00,4.91) | Expt.Chrg: 0.061 | Predicted: 0.012 | Diff: 0.050
Z: 1.0 | positon: (2.86,-0.57,5.05) | Expt.Chrg: 0.064 | Predicted: 0.012 | Diff: 0.053
Z: 1.0 | positon: (1.30,-0.51,8.71) | Expt.Chrg: 0.138 | Predicted: 0.012 | Diff: 0.127
Z: 1.0 | positon: (3.29,-0.20,7.72) | Expt.Chrg: 0.039 | Predicted: 0.012 | Diff: 0.027
Z: 1.0 | positon: (2.05,1.47,7.85) | Expt.Chrg: 0.146 | Predicted: 0.012 | Diff: 0.134
Z: 1.0 | positon: (-0.27,-1.04,8.41) | Expt.Chrg: 0.126 | Predicted: 0.012 | Diff: 0.114
Z: 1.0 | positon: (-0.35,-2.78,7.95) | Expt.Chrg: 0.348 | Predicted: 0.012 | Diff: 0.336
Z: 1.0 | positon: (-1.52,-2.58,6.24) | Expt.Chrg: 0.241 | Predicted: 0.012 | Diff: 0.229
Z: 1.0 | positon: (-2.83,-0.42,6.87) | Expt.Chrg: 0.355 | Predicted: 0.012 | Diff: 0.343
Z: 1.0 | positon: (-1.80,2.23,6.24) | Expt.Chrg: 0.233 | Predicted: 0.012 | Diff: 0.222
Z: 1.0 | positon: (-0.86,1.95,7.47) | Expt.Chrg: 0.162 | Predicted: 0.012 | Diff: 0.151
Z: 1.0 | positon: (0.06,3.00,5.01) | Expt.Chrg: -0.069 | Predicted: 0.012 | Diff: -0.081
Z: 1.0 | positon: (0.85,2.48,6.27) | Expt.Chrg: 0.100 | Predicted: 0.012 | Diff: 0.088
Z: 1.0 | positon: (1.66,0.96,5.32) | Expt.Chrg: 0.102 | Predicted: 0.012 | Diff: 0.090
Z: 1.0 | positon: (-0.29,0.96,4.43) | Expt.Chrg: 0.076 | Predicted: 0.012 | Diff: 0.064
Z: 1.0 | positon: (-1.03,-0.88,3.63) | Expt.Chrg: 0.195 | Predicted: 0.012 | Diff: 0.183
******************************************************
********************For 103th molecule****************
Z: 17.0 | positon: (0.24,0.14,0.03) | Expt.Chrg: -0.025 | Predicted: -0.179 | Diff: 0.154
Z: 6.0 | positon: (2.48,-1.44,5.41) | Expt.Chrg: -0.350 | Predicted: 0.002 | Diff: -0.351
Z: 6.0 | positon: (1.68,-0.24,6.23) | Expt.Chrg: -0.234 | Predicted: 0.002 | Diff: -0.236
Z: 6.0 | positon: (1.58,0.47,7.35) | Expt.Chrg: -0.279 | Predicted: 0.002 | Diff: -0.280
Z: 6.0 | positon: (-0.25,-0.95,6.28) | Expt.Chrg: -0.116 | Predicted: 0.002 | Diff: -0.118
Z: 7.0 | positon: (-0.14,-3.04,7.11) | Expt.Chrg: -0.411 | Predicted: -0.011 | Diff: -0.399
Z: 6.0 | positon: (-1.62,0.13,6.38) | Expt.Chrg: -0.140 | Predicted: 0.002 | Diff: -0.142
Z: 8.0 | positon: (-2.17,-0.39,5.55) | Expt.Chrg: -0.360 | Predicted: -0.037 | Diff: -0.323
Z: 6.0 | positon: (-1.39,1.43,5.96) | Expt.Chrg: -0.218 | Predicted: 0.002 | Diff: -0.220
Z: 6.0 | positon: (0.45,2.23,6.22) | Expt.Chrg: -0.023 | Predicted: 0.002 | Diff: -0.025
Z: 6.0 | positon: (0.72,0.73,5.60) | Expt.Chrg: -0.057 | Predicted: 0.002 | Diff: -0.059
Z: 6.0 | positon: (-0.77,0.16,4.82) | Expt.Chrg: -0.101 | Predicted: 0.002 | Diff: -0.103
Z: 1.0 | positon: (0.61,-0.00,1.02) | Expt.Chrg: 0.022 | Predicted: 0.012 | Diff: 0.011
Z: 1.0 | positon: (2.72,-2.28,5.95) | Expt.Chrg: 0.184 | Predicted: 0.012 | Diff: 0.173
Z: 1.0 | positon: (1.56,-2.26,5.04) | Expt.Chrg: 0.173 | Predicted: 0.012 | Diff: 0.162
Z: 1.0 | positon: (2.27,-0.81,4.64) | Expt.Chrg: 0.165 | Predicted: 0.012 | Diff: 0.154
Z: 1.0 | positon: (1.77,-0.41,8.84) | Expt.Chrg: 0.065 | Predicted: 0.012 | Diff: 0.053
Z: 1.0 | positon: (2.64,0.20,7.47) | Expt.Chrg: 0.159 | Predicted: 0.012 | Diff: 0.147
Z: 1.0 | positon: (3.52,0.93,7.31) | Expt.Chrg: 0.113 | Predicted: 0.012 | Diff: 0.101
Z: 1.0 | positon: (-0.42,-0.57,8.05) | Expt.Chrg: 0.120 | Predicted: 0.012 | Diff: 0.108
Z: 1.0 | positon: (-0.86,-2.14,7.93) | Expt.Chrg: 0.252 | Predicted: 0.012 | Diff: 0.240
Z: 1.0 | positon: (-1.92,-2.33,6.07) | Expt.Chrg: 0.245 | Predicted: 0.012 | Diff: 0.233
Z: 1.0 | positon: (-2.78,-0.16,6.65) | Expt.Chrg: 0.201 | Predicted: 0.012 | Diff: 0.190
Z: 1.0 | positon: (-1.96,1.98,6.36) | Expt.Chrg: 0.099 | Predicted: 0.012 | Diff: 0.087
Z: 1.0 | positon: (-1.16,2.37,7.67) | Expt.Chrg: 0.130 | Predicted: 0.012 | Diff: 0.119
Z: 1.0 | positon: (-0.06,2.42,5.39) | Expt.Chrg: 0.207 | Predicted: 0.012 | Diff: 0.196
Z: 1.0 | positon: (0.85,2.27,6.46) | Expt.Chrg: -0.071 | Predicted: 0.012 | Diff: -0.083
Z: 1.0 | positon: (1.68,0.68,4.28) | Expt.Chrg: -0.007 | Predicted: 0.012 | Diff: -0.018
Z: 1.0 | positon: (-1.15,1.10,3.78) | Expt.Chrg: 0.119 | Predicted: 0.012 | Diff: 0.107
Z: 1.0 | positon: (-0.53,-0.60,4.06) | Expt.Chrg: 0.136 | Predicted: 0.012 | Diff: 0.125
******************************************************
********************For 104th molecule****************
Z: 17.0 | positon: (-0.14,-0.07,-0.23) | Expt.Chrg: -0.122 | Predicted: -0.179 | Diff: 0.056
Z: 6.0 | positon: (2.08,-1.25,6.03) | Expt.Chrg: -0.103 | Predicted: 0.002 | Diff: -0.105
Z: 6.0 | positon: (1.23,-1.11,5.90) | Expt.Chrg: -0.120 | Predicted: 0.002 | Diff: -0.122
Z: 6.0 | positon: (2.22,0.21,7.84) | Expt.Chrg: -0.566 | Predicted: 0.002 | Diff: -0.568
Z: 6.0 | positon: (0.07,-1.06,6.91) | Expt.Chrg: 0.221 | Predicted: 0.002 | Diff: 0.219
Z: 7.0 | positon: (-0.80,-2.51,6.84) | Expt.Chrg: -0.409 | Predicted: -0.011 | Diff: -0.398
Z: 6.0 | positon: (-0.99,0.16,5.82) | Expt.Chrg: -0.023 | Predicted: 0.002 | Diff: -0.025
Z: 8.0 | positon: (-3.02,-0.53,5.64) | Expt.Chrg: -0.818 | Predicted: -0.038 | Diff: -0.780
Z: 6.0 | positon: (-1.23,1.86,6.99) | Expt.Chrg: -0.116 | Predicted: 0.002 | Diff: -0.118
Z: 6.0 | positon: (0.12,2.14,5.54) | Expt.Chrg: -0.170 | Predicted: 0.002 | Diff: -0.172
Z: 6.0 | positon: (0.99,1.18,5.31) | Expt.Chrg: -0.202 | Predicted: 0.002 | Diff: -0.203
Z: 6.0 | positon: (-0.51,-0.03,5.13) | Expt.Chrg: -0.397 | Predicted: 0.002 | Diff: -0.399
Z: 1.0 | positon: (-0.04,-0.38,1.05) | Expt.Chrg: 0.115 | Predicted: 0.012 | Diff: 0.103
Z: 1.0 | positon: (2.28,-2.51,6.94) | Expt.Chrg: 0.062 | Predicted: 0.012 | Diff: 0.051
Z: 1.0 | positon: (1.50,-1.96,4.98) | Expt.Chrg: 0.257 | Predicted: 0.012 | Diff: 0.245
Z: 1.0 | positon: (2.88,-1.17,5.76) | Expt.Chrg: 0.139 | Predicted: 0.012 | Diff: 0.128
Z: 1.0 | positon: (1.80,-0.06,8.79) | Expt.Chrg: 0.100 | Predicted: 0.012 | Diff: 0.088
Z: 1.0 | positon: (2.81,-0.05,7.66) | Expt.Chrg: -0.027 | Predicted: 0.012 | Diff: -0.038
Z: 1.0 | positon: (1.97,1.48,7.00) | Expt.Chrg: 0.146 | Predicted: 0.012 | Diff: 0.134
Z: 1.0 | positon: (-0.51,-0.56,8.02) | Expt.Chrg: 0.276 | Predicted: 0.012 | Diff: 0.264
Z: 1.0 | positon: (-0.68,-2.40,7.45) | Expt.Chrg: 0.044 | Predicted: 0.012 | Diff: 0.032
Z: 1.0 | positon: (-1.74,-2.51,6.09) | Expt.Chrg: 0.372 | Predicted: 0.012 | Diff: 0.360
Z: 1.0 | positon: (-3.37,-0.41,6.87) | Expt.Chrg: 0.208 | Predicted: 0.012 | Diff: 0.197
Z: 1.0 | positon: (-1.59,2.71,6.23) | Expt.Chrg: 0.181 | Predicted: 0.012 | Diff: 0.170
Z: 1.0 | positon: (-1.55,1.72,7.99) | Expt.Chrg: 0.153 | Predicted: 0.012 | Diff: 0.141
Z: 1.0 | positon: (-0.17,2.45,5.00) | Expt.Chrg: 0.015 | Predicted: 0.012 | Diff: 0.003
Z: 1.0 | positon: (1.19,3.01,6.37) | Expt.Chrg: 0.175 | Predicted: 0.012 | Diff: 0.163
Z: 1.0 | positon: (1.35,0.87,3.94) | Expt.Chrg: 0.100 | Predicted: 0.012 | Diff: 0.088
Z: 1.0 | positon: (-0.81,0.69,3.73) | Expt.Chrg: 0.218 | Predicted: 0.012 | Diff: 0.207
Z: 1.0 | positon: (-1.02,-0.50,4.31) | Expt.Chrg: 0.288 | Predicted: 0.012 | Diff: 0.276
******************************************************
********************For 105th molecule****************
Z: 17.0 | positon: (0.01,-0.02,-0.09) | Expt.Chrg: -0.181 | Predicted: -0.181 | Diff: 0.001
Z: 6.0 | positon: (1.93,-0.70,6.88) | Expt.Chrg: -0.367 | Predicted: 0.002 | Diff: -0.369
Z: 6.0 | positon: (1.00,-0.48,6.20) | Expt.Chrg: -0.299 | Predicted: 0.002 | Diff: -0.301
Z: 6.0 | positon: (1.37,-2.07,4.95) | Expt.Chrg: -0.229 | Predicted: 0.002 | Diff: -0.231
Z: 6.0 | positon: (-0.25,0.46,4.88) | Expt.Chrg: -0.108 | Predicted: 0.002 | Diff: -0.110
Z: 6.0 | positon: (0.97,2.07,6.31) | Expt.Chrg: -0.264 | Predicted: 0.002 | Diff: -0.266
Z: 6.0 | positon: (-0.10,1.59,7.18) | Expt.Chrg: -0.061 | Predicted: 0.002 | Diff: -0.063
Z: 6.0 | positon: (-1.00,0.83,6.11) | Expt.Chrg: -0.135 | Predicted: 0.002 | Diff: -0.138
Z: 7.0 | positon: (-2.31,0.52,6.07) | Expt.Chrg: -0.276 | Predicted: -0.007 | Diff: -0.269
Z: 6.0 | positon: (-0.82,0.68,5.12) | Expt.Chrg: -0.422 | Predicted: 0.002 | Diff: -0.424
Z: 6.0 | positon: (-0.19,-0.64,6.32) | Expt.Chrg: 0.043 | Predicted: 0.002 | Diff: 0.041
Z: 7.0 | positon: (-1.34,-1.38,6.71) | Expt.Chrg: -0.523 | Predicted: -0.008 | Diff: -0.516
Z: 1.0 | positon: (-0.39,-0.55,1.37) | Expt.Chrg: 0.177 | Predicted: 0.009 | Diff: 0.168
Z: 1.0 | positon: (0.65,-0.97,7.86) | Expt.Chrg: 0.110 | Predicted: 0.009 | Diff: 0.101
Z: 1.0 | positon: (2.58,-1.56,7.35) | Expt.Chrg: 0.156 | Predicted: 0.009 | Diff: 0.146
Z: 1.0 | positon: (2.51,0.34,6.77) | Expt.Chrg: 0.152 | Predicted: 0.009 | Diff: 0.143
Z: 1.0 | positon: (1.57,-2.86,6.17) | Expt.Chrg: 0.123 | Predicted: 0.009 | Diff: 0.114
Z: 1.0 | positon: (0.79,-2.57,4.53) | Expt.Chrg: 0.062 | Predicted: 0.009 | Diff: 0.053
Z: 1.0 | positon: (2.33,-1.86,4.54) | Expt.Chrg: 0.138 | Predicted: 0.009 | Diff: 0.129
Z: 1.0 | positon: (1.98,0.56,4.81) | Expt.Chrg: 0.080 | Predicted: 0.009 | Diff: 0.070
Z: 1.0 | positon: (1.93,1.89,7.25) | Expt.Chrg: 0.138 | Predicted: 0.009 | Diff: 0.128
Z: 1.0 | positon: (1.05,3.05,5.84) | Expt.Chrg: 0.136 | Predicted: 0.009 | Diff: 0.126
Z: 1.0 | positon: (-0.15,1.36,7.71) | Expt.Chrg: -0.007 | Predicted: 0.009 | Diff: -0.017
Z: 1.0 | positon: (-1.16,2.37,6.87) | Expt.Chrg: 0.184 | Predicted: 0.009 | Diff: 0.174
Z: 1.0 | positon: (-2.96,0.79,7.66) | Expt.Chrg: 0.039 | Predicted: 0.009 | Diff: 0.030
Z: 1.0 | positon: (-3.48,1.41,5.80) | Expt.Chrg: 0.219 | Predicted: 0.009 | Diff: 0.210
Z: 1.0 | positon: (-0.62,-0.04,4.17) | Expt.Chrg: 0.245 | Predicted: 0.009 | Diff: 0.236
Z: 1.0 | positon: (-0.71,1.25,4.14) | Expt.Chrg: 0.380 | Predicted: 0.009 | Diff: 0.371
Z: 1.0 | positon: (0.02,-0.80,8.24) | Expt.Chrg: 0.001 | Predicted: 0.009 | Diff: -0.008
Z: 1.0 | positon: (-2.09,-2.40,7.02) | Expt.Chrg: 0.257 | Predicted: 0.009 | Diff: 0.248
Z: 1.0 | positon: (-2.21,-1.68,6.72) | Expt.Chrg: 0.231 | Predicted: 0.009 | Diff: 0.222
******************************************************
********************For 106th molecule****************
Z: 17.0 | positon: (0.29,0.17,0.15) | Expt.Chrg: -0.153 | Predicted: -0.181 | Diff: 0.029
Z: 6.0 | positon: (1.76,-0.65,7.42) | Expt.Chrg: -0.308 | Predicted: 0.002 | Diff: -0.310
Z: 6.0 | positon: (1.40,-0.46,5.83) | Expt.Chrg: -0.143 | Predicted: 0.002 | Diff: -0.145
Z: 6.0 | positon: (1.05,-1.84,5.12) | Expt.Chrg: -0.098 | Predicted: 0.002 | Diff: -0.100
Z: 6.0 | positon: (1.26,0.28,4.96) | Expt.Chrg: -0.225 | Predicted: 0.002 | Diff: -0.227
Z: 6.0 | positon: (1.11,1.68,5.93) | Expt.Chrg: -0.267 | Predicted: 0.002 | Diff: -0.269
Z: 6.0 | positon: (-0.07,2.53,7.12) | Expt.Chrg: -0.251 | Predicted: 0.002 | Diff: -0.253
Z: 6.0 | positon: (-1.02,1.27,6.36) | Expt.Chrg: 0.069 | Predicted: 0.002 | Diff: 0.067
